Time	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
10544	1183844	1246034	1221371	1228946	1273867	1296386	1279477	1122697	1261491	1189741	1062547	989134.7	1104014	1155233	1162094	1118282	1124359	1214533	1203955	1152228	1257008	1309979	1108246	1070892	1030868	1084109	1120754	1064358	1067843	1099385	1050770	1046931	1105504	1200524	1032864	958114.3	996311.9	1068774	1095195	1059646	1118491	1195151	1110045	1015304	1036181	1048196	981775.6	886517.3	977307.4	1074822	1087250	1085999	1092331	1093970	1079953	1065791	1026455	1071046	987513.1	928201	1067356	1145874	1208118	1110181	1116725	1178726	1117314	1053293	1053230	1117026	1003041	951744.9	1113219	1240659	1343428	1226330	1253595	1266042	1210708	1133139	1120530	1158198	1082272	1028062	1133294	1236763	1248147	1181200	1282595	1238759	1170807	1159156	1165482	1259875	1112783	1098953	
10565	1179767	1247574	1229360	1227228	1261763	1297334	1279987	1120837	1264680	1188347	1059001	991312.4	1103078	1158053	1171294	1118692	1144245	1205600	1209743	1153888	1255570	1317904	1106922	1072121	1027234	1087350	1125492	1047766	1063219	1097758	1060209	1040333	1109256	1188684	1032348	959196.4	1002609	1070846	1086660	1058597	1124012	1192314	1093283	1011984	1046899	1046089	986592	878810	981085.6	1080896	1094110	1084487	1081063	1092716	1085200	1053641	1027972	1064882	978779.1	923209.6	1059463	1143148	1209251	1105009	1150985	1171689	1118855	1049976	1059776	1114225	1004739	947870	1112157	1242502	1330998	1226320	1252168	1268745	1211801	1143600	1123488	1165253	1076574	1032308	1141448	1233315	1244984	1175602	1281258	1237253	1168490	1158085	1167122	1257912	1113273	1098039	
10584	1177141	1247442	1218789	1219275	1270024	1299755	1275853	1120604	1262712	1191525	1054228	987398.3	1097050	1157158	1173821	1119820	1159526	1207473	1210919	1156111	1266119	1316681	1108049	1077038	1030814	1089396	1123766	1046655	1064397	1102899	1049474	1042891	1098517	1194043	1038080	962324.4	1000427	1068664	1086663	1053826	1108592	1185337	1115843	1000630	1031892	1054481	987358.6	879410.1	977047.1	1077917	1095028	1081013	1084096	1098231	1080543	1049866	1021745	1070028	982883.1	924454.4	1064544	1154916	1213734	1104170	1156303	1165632	1118299	1056980	1052831	1117331	1001605	957320.7	1117467	1244403	1337400	1219350	1255024	1266217	1206424	1133521	1112254	1161607	1079427	1024288	1134711	1231709	1247453	1184753	1285505	1234856	1188842	1160724	1167136	1261081	1112444	1091828	
10604	1172783	1242569	1222376	1222605	1256141	1277337	1279288	1114129	1259246	1196972	1047922	986722	1109394	1157900	1185905	1103991	1158203	1204117	1202626	1162172	1253930	1316117	1110643	1066885	1025501	1082621	1122375	1050926	1060999	1095096	1056927	1046787	1093983	1192859	1032464	959446.1	993202.4	1063786	1096020	1047419	1112824	1184567	1101979	999830	1044067	1050517	985631.7	883801.4	983606.7	1078486	1101144	1076554	1070822	1103720	1083583	1053399	1023197	1066690	980382	931287.7	1066807	1148944	1209227	1100446	1152498	1165666	1114596	1060315	1052913	1120343	1007142	940297.7	1100632	1244606	1325004	1215620	1249028	1261987	1207252	1134498	1114218	1157443	1074753	1012715	1133896	1236084	1243591	1184268	1287511	1238263	1189413	1160990	1173149	1255800	1109883	1090812	
10624	1170929	1258639	1227079	1211000	1246991	1288811	1273922	1124798	1258612	1188175	1050044	980820.1	1104883	1151806	1172899	1105697	1160950	1200947	1197338	1152791	1264923	1313093	1113332	1071593	1031319	1089167	1125658	1054673	1050915	1092736	1069704	1040256	1095389	1191215	1034221	958651.4	989802.4	1064739	1079326	1051958	1105899	1175160	1094755	1006965	1033636	1051125	990039	888912.7	978719.4	1075810	1109434	1076629	1065763	1092369	1079434	1050840	1019108	1069039	980388.6	922663.4	1067199	1154239	1203195	1100612	1150571	1164915	1109747	1058258	1054052	1125928	1004887	950983.4	1111530	1252148	1330359	1254078	1248126	1254382	1201462	1131882	1117856	1152650	1078039	1025541	1131208	1235457	1242622	1175002	1283785	1229523	1188641	1164934	1167145	1257789	1113437	1096300	
10645	1174362	1249687	1231165	1219548	1259235	1281238	1276503	1121787	1257211	1187130	1046588	984938.7	1110157	1152325	1182815	1106043	1154251	1200571	1197479	1158343	1273166	1307569	1107691	1070484	1026080	1086510	1123460	1058471	1046919	1087126	1084904	1041709	1093513	1182913	1034214	953918.3	996219.6	1068957	1091096	1047455	1103958	1173758	1098553	995549.9	1032205	1052773	985614.1	889180.3	986337	1074717	1107665	1070025	1071611	1096785	1082851	1061927	1018368	1069392	970886.1	919421	1059427	1161239	1196336	1094137	1149331	1164605	1117215	1055614	1065809	1114132	1002881	950483	1119937	1243597	1328297	1274441	1251501	1251057	1191728	1144952	1116575	1152737	1083404	1017429	1138092	1240980	1249455	1176116	1280098	1230686	1186048	1165098	1168023	1252725	1112031	1100092	
10665	1173357	1243254	1223255	1212151	1248424	1286075	1265334	1132026	1260034	1184564	1047831	987435.6	1102403	1144186	1179221	1107994	1152630	1194697	1188689	1152552	1281476	1307680	1107753	1066481	1026130	1088027	1134438	1084375	1053363	1083930	1089703	1047067	1103420	1175772	1026836	965036	993921.4	1059312	1083961	1047494	1103345	1167422	1083452	998547	1035299	1050235	979249	885443.3	982421.7	1079467	1106964	1065710	1069693	1090763	1080581	1077549	1018724	1062775	979487.9	914852.9	1062834	1144397	1201409	1104380	1150164	1161106	1111469	1051306	1055476	1104471	1003517	952980	1121341	1247447	1324615	1272952	1247105	1252495	1198526	1135837	1119820	1160512	1077821	1021839	1135966	1251331	1246192	1180788	1273244	1228251	1184842	1161317	1166122	1250994	1115021	1098103	
10687	1181623	1242790	1231902	1211043	1243612	1281056	1262360	1120164	1267696	1176904	1044738	978648.4	1098613	1148833	1186231	1098098	1139109	1185412	1189366	1150163	1303923	1313292	1105137	1071992	1027986	1080834	1127882	1094397	1041653	1084281	1079587	1045542	1102815	1173032	1033163	964850.9	993337	1063551	1085677	1056148	1097237	1163199	1092897	999567.9	1037999	1050698	984855.9	884649.9	973437.6	1074379	1111738	1067728	1065019	1091685	1079197	1085792	1024010	1067537	976380.7	926505.9	1066797	1156187	1198690	1103656	1135985	1156224	1116880	1053783	1059752	1116019	1008712	951392	1114349	1263225	1323094	1278764	1237808	1257448	1184664	1138509	1121800	1154012	1076562	1021918	1136204	1235729	1247577	1179020	1274186	1234132	1186394	1163568	1175972	1259146	1105837	1098075	
10707	1186307	1237429	1230541	1209109	1247275	1286471	1263727	1120789	1258122	1185876	1046503	988717.6	1099143	1142156	1183641	1093645	1132435	1189868	1181883	1163127	1305159	1314340	1105390	1072612	1026915	1078473	1122142	1095451	1045811	1094021	1081429	1038086	1096405	1172943	1030776	969421	995066.7	1066412	1091672	1055919	1092356	1158885	1073978	1006014	1043818	1039451	978859	885861.6	982080.7	1064976	1106420	1057636	1067032	1090358	1076227	1075945	1027939	1062387	983980.3	914069.1	1059030	1150183	1198604	1100790	1135664	1150212	1121007	1047986	1052324	1121251	1007827	952875.4	1122544	1264738	1311162	1260402	1239145	1255499	1182070	1137373	1119368	1152798	1080823	1017371	1141622	1218718	1242167	1188323	1270108	1236714	1183264	1165175	1167661	1256109	1105066	1098774	
10727	1180463	1237151	1237703	1209672	1243369	1279444	1259356	1121948	1260350	1177144	1047511	978985	1100491	1142841	1196602	1092711	1135342	1184136	1172980	1164332	1292446	1311325	1110639	1067394	1025593	1092237	1120114	1097851	1049090	1098038	1083882	1041708	1093876	1177430	1034693	965843.7	992656.1	1058337	1084806	1053820	1089200	1167163	1084031	998834.3	1036037	1049449	983230.9	882255.6	977531.3	1067639	1109900	1070666	1071030	1118649	1079374	1080450	1033664	1060538	981189.9	924854.6	1063692	1158006	1195607	1110246	1136318	1152759	1105084	1053378	1053151	1112722	1003934	944287	1128389	1273347	1315068	1276262	1240397	1253961	1185068	1135013	1122964	1166277	1081518	1019272	1129079	1233038	1244478	1216743	1280183	1266456	1175137	1159925	1168011	1254133	1113021	1089848	
10747	1178938	1248014	1242610	1205041	1244542	1287759	1262832	1113519	1255031	1167702	1046644	986001.3	1103137	1143328	1189166	1085979	1138622	1177131	1168479	1158174	1293980	1304299	1105641	1074712	1030170	1095777	1128292	1086285	1043881	1116398	1066936	1070198	1099484	1166969	1034360	968695.1	999241	1059194	1086339	1060636	1091778	1171350	1075078	995692.7	1036767	1056635	982779.9	884043.9	976332.9	1071983	1103590	1052108	1068039	1141155	1078202	1081060	1032948	1057048	977023.4	917371.4	1057509	1161379	1191488	1099955	1120820	1150814	1107577	1058064	1052548	1117319	999542.7	946808.3	1119090	1275696	1321758	1272846	1235561	1260343	1170608	1141845	1113085	1158981	1075413	1023333	1130497	1236631	1244299	1223507	1288401	1284072	1176075	1159001	1164732	1248862	1112463	1096271	
10768	1174449	1246036	1235213	1201593	1236495	1285704	1258312	1113752	1259999	1177141	1048619	987692	1102270	1139557	1189182	1093366	1130588	1194229	1172254	1172258	1282973	1313575	1109451	1067981	1023364	1095143	1133205	1089511	1042932	1129312	1074545	1077127	1095257	1175801	1041387	966351.1	989729.1	1060488	1102285	1046517	1092294	1170011	1081730	1008884	1033641	1043354	984097.7	885337	977190.1	1082201	1112985	1055958	1064768	1141153	1088534	1079153	1024873	1060678	975269.9	908378.9	1063306	1158366	1183849	1096347	1123114	1148090	1107893	1057805	1050499	1113496	1007023	944543	1114836	1275462	1319157	1261519	1241007	1255783	1174810	1139419	1119638	1155610	1068797	1018614	1134943	1235305	1244194	1220539	1305235	1283240	1178929	1166015	1163858	1251605	1113507	1093047	
10788	1178759	1244060	1241875	1201380	1236672	1288197	1261213	1118001	1252947	1174380	1044535	983704.9	1094274	1139481	1188587	1093232	1123354	1180230	1181678	1171698	1288063	1310939	1105308	1069417	1021721	1093506	1122191	1083279	1043601	1136804	1072273	1063149	1098934	1174253	1062777	969925.7	991175.4	1058186	1099525	1057222	1081228	1165259	1074009	1009258	1032312	1049142	983466	887738.4	984832.3	1075185	1112823	1053317	1059341	1140712	1108828	1076505	1025325	1061048	976535.1	923052.7	1061813	1166413	1178162	1100163	1120396	1143665	1105446	1057908	1056944	1120266	1011334	954753.6	1124833	1279858	1314714	1255508	1231106	1277543	1169784	1140356	1124266	1164416	1082351	1017420	1137798	1228838	1248421	1224074	1322706	1281555	1163167	1163338	1156152	1259893	1119429	1098193	
10808	1174714	1249350	1230559	1199470	1233675	1284611	1259220	1118115	1255140	1171107	1047694	986167.1	1098549	1134265	1180874	1090108	1122483	1176394	1175035	1165930	1292652	1329006	1101755	1069800	1029537	1101121	1119524	1082932	1044563	1133708	1063736	1079470	1094375	1171077	1063559	967160.6	991079.4	1054829	1098127	1076641	1085557	1161427	1081786	1005280	1039957	1048714	995308.3	889884.4	978621.1	1080425	1104642	1058344	1063108	1139576	1103723	1079723	1018557	1055466	979772.6	917168	1060090	1156793	1186586	1097722	1119593	1146630	1099808	1060080	1051529	1124735	1008212	942895.7	1117976	1283364	1313981	1258909	1244679	1300764	1172709	1140423	1108741	1153785	1072495	1017325	1129291	1238190	1245258	1214021	1311337	1281594	1165694	1164304	1159773	1247331	1116597	1096669	
10828	1179341	1252936	1230125	1196036	1228332	1287230	1250402	1119127	1263634	1172573	1056309	993812.4	1097837	1130742	1174719	1087460	1119565	1183884	1167374	1176731	1283614	1336135	1110174	1074168	1027930	1099611	1122411	1078679	1042526	1134023	1063202	1073389	1097548	1176924	1059683	963131.4	986270.7	1047858	1097969	1092904	1084926	1156913	1077971	1012126	1046474	1040204	986707.6	891843.6	977024.9	1076872	1100707	1048681	1066932	1149443	1109018	1080921	1019904	1060173	982693.7	918819.7	1052042	1158195	1178468	1099334	1119283	1142690	1104583	1056042	1054243	1118854	998467.9	953946.4	1123941	1264634	1319647	1252750	1256357	1307747	1171852	1132477	1118819	1161828	1072835	1020919	1125062	1236599	1246868	1214650	1312138	1264636	1158514	1166132	1170910	1255619	1117250	1096578	
10848	1176323	1236926	1238693	1193221	1234288	1293699	1251065	1119378	1255053	1166569	1047514	1001230	1096645	1128342	1175490	1093266	1116984	1181166	1168007	1163175	1288206	1348371	1105156	1073849	1020698	1097290	1113888	1070920	1045406	1138799	1064897	1071895	1097140	1172876	1063887	961479.9	988084.4	1055651	1102295	1096627	1081488	1165859	1074655	1007212	1047477	1044274	979544.1	881594.1	987855	1077814	1103117	1048129	1066859	1142009	1096980	1078249	1026877	1058689	975721.7	913267	1069513	1163023	1177198	1102796	1113786	1141996	1101271	1053393	1053255	1125625	1004676	950697.9	1123518	1281097	1312634	1241738	1274525	1304132	1164197	1138401	1118462	1160890	1068881	1016150	1125928	1236374	1246651	1219245	1313901	1268768	1161201	1164249	1162880	1260958	1111327	1097310	
10867	1175139	1232407	1233227	1194782	1235412	1297051	1247203	1111465	1257973	1176232	1048741	998560.3	1096794	1138983	1167058	1088498	1110964	1178993	1170601	1167915	1273371	1345741	1111585	1068554	1026387	1097323	1114769	1072784	1048761	1126475	1062615	1069593	1094930	1157305	1054100	961744.9	983626.7	1048703	1095556	1090297	1079656	1157612	1079846	1004254	1051631	1049157	983211.1	891308	971026.3	1077033	1100303	1055189	1060401	1135010	1099963	1067103	1024043	1065607	979686.3	920629.7	1070186	1166543	1194990	1112424	1111613	1143461	1106351	1058784	1049156	1133896	995052.1	952561.3	1126990	1271600	1323588	1246634	1287566	1305875	1167176	1137288	1121497	1159386	1066658	1017836	1129582	1242324	1251145	1207354	1313897	1262446	1159709	1162185	1168388	1258305	1115521	1092030	
10888	1182628	1237882	1225298	1201018	1238066	1311622	1247628	1110291	1257364	1177277	1046073	998241	1101079	1123659	1177580	1081396	1120513	1176881	1171324	1173233	1274720	1346701	1103860	1068877	1027735	1104365	1110315	1064194	1042543	1139558	1048540	1073158	1091199	1165225	1060147	957823	990814.6	1049850	1105947	1088339	1081720	1155331	1069699	1009292	1062164	1043675	979833.7	887080.3	982919.3	1072619	1095289	1053878	1064762	1124942	1103660	1064921	1024617	1057271	986874	907577.7	1058393	1156743	1182044	1137389	1107956	1140421	1104973	1064858	1052165	1134967	1002654	948075.7	1130777	1268648	1327834	1244680	1291341	1302212	1162465	1137664	1123465	1163827	1073542	1017132	1120294	1240538	1240421	1204534	1309018	1260146	1159761	1161064	1160236	1256913	1113583	1090070	
10908	1177248	1253500	1224539	1195575	1232252	1332701	1243415	1108126	1256204	1172931	1051089	999794.6	1100928	1135499	1161555	1088633	1112233	1180076	1170872	1176190	1276426	1345497	1107312	1069698	1027730	1095270	1101028	1057855	1049652	1128065	1048604	1070613	1099993	1170045	1057266	946447.3	979375.3	1050005	1101588	1081686	1084349	1154846	1069642	1018750	1062751	1045440	984743.7	885493.1	983652.1	1077183	1091444	1052034	1063552	1126289	1095375	1063491	1023422	1050896	973666	912637.1	1063641	1145866	1179242	1130498	1114409	1144674	1103220	1059583	1047613	1124745	1000991	941779.3	1123833	1263210	1327114	1239182	1281794	1297459	1159558	1138029	1117478	1156785	1072504	1015803	1131502	1247495	1243239	1205161	1305492	1267146	1149077	1160879	1166712	1262000	1119418	1099753	
10929	1195768	1247048	1224003	1202886	1247010	1325454	1248061	1107995	1262363	1167267	1046744	986977.7	1089781	1134914	1172149	1083931	1117581	1177439	1164378	1186473	1261752	1347000	1107196	1073091	1024501	1106185	1111482	1064823	1061523	1124694	1048387	1077274	1092762	1169369	1061036	956952.9	984098.6	1054350	1093966	1078679	1081401	1159142	1064145	1016706	1064598	1042544	987252.3	890908.4	978534.4	1077303	1093791	1036668	1088447	1123512	1089630	1059363	1021897	1061016	977304.4	920961.3	1065675	1161993	1180484	1134123	1111896	1138729	1099687	1061906	1050538	1126294	993805.9	956389.6	1126752	1257404	1326288	1232500	1287824	1294844	1164348	1166303	1114884	1162692	1070852	1014030	1124573	1240126	1245716	1201127	1303127	1261584	1145699	1161101	1157868	1259953	1116288	1094324	
10949	1193571	1246220	1224950	1230590	1264507	1325865	1250758	1109553	1259898	1177104	1049052	997801.7	1096161	1129867	1156475	1085159	1109048	1179799	1167760	1186075	1263299	1345426	1101816	1071331	1029980	1097151	1109912	1070139	1089334	1118674	1048922	1068383	1096954	1174019	1056584	965514	989932.9	1054083	1105697	1080556	1085662	1156763	1069546	1020106	1065867	1051164	983578.3	886322.1	983232.1	1069402	1091156	1040900	1106724	1116639	1091171	1059199	1023601	1051006	975323.1	918456.3	1065584	1151918	1193894	1132077	1113265	1134459	1102959	1058577	1052086	1125060	988441.4	946573	1138718	1261084	1351355	1234231	1283402	1292485	1164350	1168772	1124435	1157551	1075763	1007910	1134347	1241239	1243472	1194940	1306255	1250247	1159637	1165371	1179560	1261760	1117857	1093468	
10970	1189951	1247327	1225219	1236396	1272966	1329164	1245998	1116500	1249598	1171359	1037494	997077.3	1091224	1122080	1174439	1100588	1116947	1167432	1167041	1185974	1258430	1331268	1091514	1064185	1031044	1103227	1101999	1057225	1086050	1112393	1044719	1067772	1099013	1166633	1049032	955072.3	986729.4	1050971	1087802	1076535	1079292	1161267	1066783	1035024	1060970	1041746	982798.9	889024.6	986960.4	1074094	1096511	1054501	1110586	1115198	1088462	1055147	1022080	1059995	973526.4	916564.4	1064627	1169692	1189980	1131176	1114185	1137842	1103547	1054762	1056752	1130581	995258	943501.1	1128036	1262727	1356310	1232492	1277029	1279737	1164732	1171494	1122012	1170826	1078671	1019441	1129371	1245402	1246437	1187629	1292438	1251381	1156766	1164001	1178017	1258039	1122522	1104870	
10991	1189875	1260639	1226156	1237498	1269273	1326911	1247740	1117102	1252756	1168493	1044336	989563.7	1099207	1127654	1154175	1106172	1120998	1169275	1169661	1189482	1268205	1334097	1105519	1072448	1024730	1107194	1102921	1056571	1089988	1104482	1040068	1058032	1098598	1173287	1053354	957541.6	980010.9	1056434	1099718	1072534	1084946	1161404	1064645	1034798	1068727	1046193	985908.7	884860.9	977319.9	1075558	1093022	1048616	1109110	1110163	1079923	1060730	1022394	1061799	970936.9	917877.1	1065595	1172444	1182684	1129543	1099604	1129230	1100042	1059415	1054831	1129987	991553.9	942010.1	1134066	1261193	1351475	1223697	1268196	1293088	1161349	1168926	1118135	1165817	1076614	1010480	1125172	1253247	1243913	1188541	1299217	1250341	1149379	1167418	1183280	1259288	1128244	1094569	
11010	1188409	1252900	1222209	1250443	1285660	1321813	1245701	1115251	1264119	1165253	1034196	995436.1	1093323	1129424	1168731	1119043	1110324	1179136	1172425	1183324	1259158	1333187	1109523	1067280	1029121	1102502	1100021	1053088	1083534	1103864	1043808	1058292	1102714	1170238	1045866	957387.1	979042.1	1050365	1085818	1067891	1073110	1161971	1074775	1038221	1059041	1048318	979203.6	882728.1	980561	1065462	1083305	1046171	1102853	1098499	1083635	1058361	1023396	1065265	981755.1	911567.3	1062622	1166231	1192668	1130372	1104312	1137853	1091064	1059025	1057632	1130424	996562.1	945793.4	1126358	1256334	1348591	1238398	1270273	1280285	1163118	1166578	1116670	1174725	1072878	1021862	1120793	1246358	1250410	1192405	1287066	1234367	1151978	1168461	1182082	1262274	1119902	1093656	
11030	1182089	1253852	1217686	1237098	1277264	1316386	1247451	1112217	1254478	1162836	1042284	1002093	1085815	1129232	1167278	1126416	1107185	1175731	1166624	1182754	1254881	1327648	1109082	1073911	1023409	1104673	1109617	1058898	1078388	1103199	1042112	1048608	1120450	1171847	1046951	953707.9	988751.7	1057546	1092885	1069582	1086586	1166209	1067276	1028904	1057959	1043901	975742	890726.4	978816.6	1063601	1094821	1044763	1097941	1107838	1082986	1051835	1029463	1058242	969162.9	911846	1062007	1162349	1201968	1122813	1103439	1124706	1102515	1059258	1051325	1133730	995138	945129.9	1124766	1256627	1355532	1224425	1262091	1289124	1165848	1168923	1126047	1175253	1067702	1016981	1124857	1253888	1257478	1179809	1281547	1240028	1147818	1159460	1184627	1257030	1115958	1090252	
11050	1190353	1252141	1222151	1232773	1274156	1310329	1249656	1106259	1255847	1162747	1043523	991221.6	1084311	1137106	1160051	1118123	1110476	1199478	1164536	1180066	1258070	1329226	1103743	1072738	1027697	1093924	1111318	1052063	1073580	1098110	1042459	1053117	1135472	1169059	1040420	963750.7	980140.6	1055877	1086326	1063362	1082895	1187492	1065306	1025047	1058694	1045762	977117.1	878008.7	985613	1063920	1075196	1046643	1095905	1104034	1070035	1056553	1025426	1057544	970333.9	917571.4	1076657	1157548	1205066	1119017	1106757	1125511	1106461	1059998	1060078	1137464	996183.9	950921.7	1119497	1258373	1346208	1218048	1270760	1279919	1165034	1166760	1118059	1172653	1079929	1013608	1131239	1250213	1257516	1184060	1278940	1232785	1151637	1157154	1188028	1266877	1118772	1096827	
11070	1189869	1256790	1220234	1240589	1280133	1318316	1242652	1104162	1270723	1153766	1035458	988037.1	1079786	1133700	1162974	1124766	1106122	1198438	1162424	1175682	1255660	1321080	1105442	1070350	1034299	1097862	1104188	1043995	1078822	1093974	1039527	1048467	1137775	1172089	1037400	961682.7	981813.3	1064139	1086583	1066410	1095933	1193089	1067403	1034394	1052853	1043709	980714.7	883955.4	974240.3	1071824	1086807	1044394	1092893	1105509	1074618	1061962	1034524	1062843	980147.1	916542.3	1067604	1161073	1208995	1121030	1108360	1131852	1090326	1057997	1054169	1124952	984678.6	946192.4	1125298	1256859	1335639	1210746	1259156	1271695	1148410	1175481	1118326	1170622	1079352	1021230	1123348	1260909	1254689	1182990	1280288	1240617	1141924	1166574	1181876	1256356	1114911	1096154	
11090	1189220	1260730	1213229	1228050	1268684	1315993	1255193	1113141	1279689	1169075	1045400	984618.7	1076062	1126610	1161632	1123236	1114177	1204726	1167899	1174210	1266157	1320331	1107324	1071813	1023824	1093283	1102267	1041522	1064948	1105932	1031207	1049644	1136480	1165493	1034415	952060.7	990515.3	1062484	1094928	1060985	1104484	1189061	1072115	1025998	1050974	1044980	975062	885387.9	973742	1063914	1085379	1075089	1092048	1103418	1068498	1049197	1056128	1051109	972524.7	921079	1073566	1165605	1214045	1116270	1101152	1135591	1101808	1061185	1052942	1128050	993127.9	957167.7	1112284	1249720	1355145	1222013	1254623	1273059	1156286	1162089	1121127	1176067	1074815	1018096	1122990	1257035	1257630	1183906	1274594	1236749	1148288	1182602	1183036	1255243	1118788	1103215	
11111	1186364	1252341	1210957	1230575	1265142	1313553	1257602	1120933	1270748	1166317	1044958	991645.9	1073275	1133480	1160236	1122017	1108505	1208749	1164236	1176453	1256831	1311989	1102953	1075987	1028045	1096593	1107982	1044601	1066814	1102551	1040488	1051697	1134110	1164174	1033045	949200.6	984060.1	1058529	1089866	1061132	1108975	1191486	1071819	1026204	1052241	1043200	979611	895278.4	980334	1065765	1079944	1084362	1088246	1098606	1069922	1058087	1053059	1057753	979764.3	917674.9	1071680	1160669	1207927	1112253	1111884	1134098	1103145	1054782	1055763	1126403	982603.7	942461	1120193	1250044	1342864	1216944	1249614	1268726	1165997	1162350	1120710	1181464	1074192	1012136	1121105	1250141	1255444	1184645	1280748	1232148	1153922	1181691	1191139	1249414	1117646	1102318	
11131	1186034	1251561	1213619	1226778	1266943	1305118	1249377	1113685	1281540	1167575	1045551	987228.4	1086329	1119836	1163144	1118225	1113667	1209466	1163010	1168474	1258424	1310046	1095968	1060725	1033384	1092064	1095022	1048489	1067941	1087715	1041576	1043394	1126345	1167082	1030255	959327	994725.6	1061231	1087446	1045086	1119394	1192895	1067440	1018863	1047845	1058640	978580.6	892913	980402.3	1067616	1084812	1094373	1084960	1099746	1073620	1054422	1045525	1070302	974603.9	921584.7	1067165	1159172	1216323	1108509	1104913	1151475	1102439	1047969	1063125	1125831	989324.6	947321.3	1122483	1253367	1333994	1228477	1243739	1271817	1168347	1162987	1118521	1180065	1079970	1016217	1114085	1257258	1261892	1178169	1274185	1233532	1146949	1174769	1177465	1253626	1116073	1099818	
11151	1190084	1258015	1218462	1210885	1262056	1293225	1244206	1112685	1273099	1178655	1047030	979762.1	1081446	1124557	1172294	1118568	1117549	1206661	1165000	1167278	1251036	1314685	1096263	1067598	1031362	1087239	1109286	1045814	1059333	1093539	1042963	1046554	1128411	1175788	1032924	955420.1	991629.7	1056554	1085578	1054638	1103857	1188950	1081218	1017391	1036815	1073841	978078.7	893620	976796.6	1073481	1082300	1088201	1087868	1090520	1064862	1053508	1048759	1063852	974060.9	912989.7	1073343	1157854	1219688	1111279	1112953	1171234	1092469	1045919	1052862	1118469	979568.6	955625.1	1118553	1248861	1336194	1211307	1242511	1259303	1159220	1153314	1124206	1174536	1076986	1016644	1118040	1250201	1261612	1172422	1277840	1238834	1146002	1179680	1178968	1259959	1112664	1102369	
11171	1189304	1261819	1217130	1214355	1255610	1293967	1252440	1118588	1274810	1168322	1049589	981447.7	1082428	1125168	1174637	1105371	1149736	1201545	1188835	1157196	1249518	1314520	1116222	1066155	1036368	1088116	1109748	1047134	1060684	1095822	1042057	1042120	1124901	1175423	1034731	963867.6	1000918	1064446	1088212	1051437	1112295	1186091	1100652	1004447	1042805	1076626	979318.6	894488.7	982092.7	1074621	1095545	1088862	1076176	1095322	1068346	1049234	1049347	1064025	981497.4	916841	1071278	1158684	1220118	1108299	1127674	1167229	1107280	1049762	1047584	1119525	992991.9	953567.1	1109995	1241545	1331826	1225224	1244480	1257130	1175500	1153636	1117733	1178589	1081963	1019925	1126708	1251271	1267246	1172593	1275781	1230155	1147504	1182414	1184038	1250749	1119033	1103611	
11191	1179260	1256833	1211066	1209229	1254574	1285028	1251843	1117528	1270633	1169265	1046246	987269.1	1085170	1130552	1173623	1103631	1151405	1204166	1202133	1155340	1250356	1309063	1101370	1069112	1037952	1086310	1113754	1050109	1058393	1093880	1041167	1046364	1122620	1169051	1029631	949314.1	997066.3	1067834	1078505	1053699	1113778	1182257	1096005	1012314	1041822	1077022	982553.9	894368.7	980201.3	1065826	1084050	1080288	1082180	1091217	1074214	1049775	1043998	1057086	970948.7	923916	1076999	1152629	1208333	1104312	1153043	1178674	1097699	1084038	1051695	1119801	987687	958339.7	1109113	1247665	1324663	1216451	1249390	1259257	1167250	1142219	1114564	1171488	1079273	1016272	1118692	1257622	1266176	1173173	1279750	1232988	1165466	1180188	1176045	1246385	1111043	1108137	
11212	1184224	1252138	1209170	1212390	1250232	1292299	1247116	1108930	1270075	1171559	1042773	985518.6	1083168	1124147	1176182	1103730	1154058	1196934	1198645	1161004	1262465	1317951	1093896	1062900	1040189	1078478	1116800	1047873	1062374	1092354	1044687	1039191	1115799	1164428	1028388	953780.1	998846.1	1063045	1080531	1041799	1108719	1180253	1098049	1005065	1043593	1074808	983127.7	889581	979612.3	1064181	1097293	1079530	1079785	1099038	1075489	1054138	1042417	1055777	975240.9	907298.4	1070423	1150301	1205514	1103137	1152880	1172871	1109985	1092773	1051739	1115997	989842.3	952344.4	1116939	1243750	1325683	1222993	1234877	1254049	1171034	1141651	1119596	1166935	1079107	1019490	1120166	1247245	1258786	1177860	1273856	1224835	1151642	1180503	1170632	1259858	1114073	1094432	
